"phenx","icd10_desc","combo","organ","subcombo"
"Heart failure","Heart failure, unspecified","Heart failure","Cardiovascular",NA
"Heart failure","Left ventricular failure, unspecified","Heart failure","Cardiovascular",NA
"Heart failure","Presence of heart assist device","Heart failure","Cardiovascular",NA
"Heart failure","Unspecified combined systolic (congestive) and diastolic (congestive) heart failure","Heart failure","Cardiovascular",NA
"Heart failure","Unspecified diastolic (congestive) heart failure","Heart failure","Cardiovascular",NA
"Heart failure","Unspecified systolic (congestive) heart failure","Heart failure","Cardiovascular",NA
"Myocarditis and cardiomyopathy","Acute myocarditis, unspecified","Myocarditis and cardiomyopathy","Cardiovascular",NA
"Myocarditis and cardiomyopathy","Alcoholic cardiomyopathy","Myocarditis and cardiomyopathy","Cardiovascular",NA
"Myocarditis and cardiomyopathy","Cardiomyopathy due to drug and external agent","Myocarditis and cardiomyopathy","Cardiovascular",NA
"Myocarditis and cardiomyopathy","Cardiomyopathy in diseases classified elsewhere","Myocarditis and cardiomyopathy","Cardiovascular",NA
"Myocarditis and cardiomyopathy","Cardiomyopathy, unspecified","Myocarditis and cardiomyopathy","Cardiovascular",NA
"Myocarditis and cardiomyopathy","Dilated cardiomyopathy","Myocarditis and cardiomyopathy","Cardiovascular",NA
"Myocarditis and cardiomyopathy","Infective myocarditis","Myocarditis and cardiomyopathy","Cardiovascular",NA
"Myocarditis and cardiomyopathy","Ischemic cardiomyopathy","Myocarditis and cardiomyopathy","Cardiovascular",NA
"Myocarditis and cardiomyopathy","Isolated myocarditis","Myocarditis and cardiomyopathy","Cardiovascular",NA
"Myocarditis and cardiomyopathy","Myocarditis in diseases classified elsewhere","Myocarditis and cardiomyopathy","Cardiovascular",NA
"Myocarditis and cardiomyopathy","Myocarditis, unspecified","Myocarditis and cardiomyopathy","Cardiovascular",NA
"Myocarditis and cardiomyopathy","Obstructive hypertrophic cardiomyopathy","Myocarditis and cardiomyopathy","Cardiovascular",NA
"Myocarditis and cardiomyopathy","Other acute myocarditis","Myocarditis and cardiomyopathy","Cardiovascular",NA
"Myocarditis and cardiomyopathy","Other cardiomyopathies","Myocarditis and cardiomyopathy","Cardiovascular",NA
"Myocarditis and cardiomyopathy","Other hypertrophic cardiomyopathy","Myocarditis and cardiomyopathy","Cardiovascular",NA
"Myocarditis and cardiomyopathy","Other restrictive cardiomyopathy","Myocarditis and cardiomyopathy","Cardiovascular",NA
"Myocarditis and cardiomyopathy","Peripartum cardiomyopathy","Myocarditis and cardiomyopathy","Cardiovascular",NA
"Myocarditis and cardiomyopathy","Viral cardiomyopathy","Myocarditis and cardiomyopathy","Cardiovascular",NA
"Myocarditis and cardiomyopathy","Viral myocarditis","Myocarditis and cardiomyopathy","Cardiovascular",NA
"Nonspecific chest pain","Chest pain, unspecified","Circulatory s/s","Cardiovascular","Chest pain"
"Nonspecific chest pain","Other chest pain","Circulatory s/s","Cardiovascular","Chest pain"
"Nonspecific chest pain","Precordial pain","Circulatory s/s","Cardiovascular","Chest pain"
"Other specified and unspecified circulatory disease","Abdominal aortic ectasia","Circulatory disorder","Cardiovascular",NA
"Other specified and unspecified circulatory disease","Aortic ectasia, unspecified site","Circulatory disorder","Cardiovascular",NA
"Other specified and unspecified circulatory disease","Arterial fibromuscular dysplasia","Circulatory disorder","Cardiovascular",NA
"Other specified and unspecified circulatory disease","Arteriovenous fistula, acquired","Circulatory disorder","Cardiovascular",NA
"Other specified and unspecified circulatory disease","Celiac artery compression syndrome","Circulatory disorder","Cardiovascular",NA
"Other specified and unspecified circulatory disease","Disease of capillaries, unspecified","Circulatory disorder","Cardiovascular",NA
"Other specified and unspecified circulatory disease","Disorder of arteries and arterioles, unspecified","Circulatory disorder","Cardiovascular",NA
"Other specified and unspecified circulatory disease","Hereditary hemorrhagic telangiectasia","Circulatory disorder","Cardiovascular",NA
"Other specified and unspecified circulatory disease","Nevus, non-neoplastic","Circulatory disorder","Cardiovascular",NA
"Other specified and unspecified circulatory disease","Other diseases of capillaries","Circulatory disorder","Cardiovascular",NA
"Other specified and unspecified circulatory disease","Other disorder of circulatory system","Circulatory disorder","Cardiovascular",NA
"Other specified and unspecified circulatory disease","Other specified disorders of arteries and arterioles","Circulatory disorder","Cardiovascular",NA
"Other specified and unspecified circulatory disease","Rupture of artery","Circulatory disorder","Cardiovascular",NA
"Other specified and unspecified circulatory disease","Stricture of artery","Circulatory disorder","Cardiovascular",NA
"Other specified and unspecified circulatory disease","Thoracic aortic ectasia","Circulatory disorder","Cardiovascular",NA
"Other specified and unspecified circulatory disease","Unspecified disorder of circulatory system","Circulatory disorder","Cardiovascular",NA
"Postthrombotic syndrome and venous insufficiency/hypertension","Chronic venous hypertension (idiopathic) with inflammation of left lower extremity","Venous HTN/Insufficiency","Cardiovascular",NA
"Postthrombotic syndrome and venous insufficiency/hypertension","Chronic venous hypertension (idiopathic) with inflammation of right lower extremity","Venous HTN/Insufficiency","Cardiovascular",NA
"Postthrombotic syndrome and venous insufficiency/hypertension","Chronic venous hypertension (idiopathic) with other complications of bilateral lower extremity","Venous HTN/Insufficiency","Cardiovascular",NA
"Postthrombotic syndrome and venous insufficiency/hypertension","Chronic venous hypertension (idiopathic) with other complications of left lower extremity","Venous HTN/Insufficiency","Cardiovascular",NA
"Postthrombotic syndrome and venous insufficiency/hypertension","Chronic venous hypertension (idiopathic) with ulcer and inflammation of left lower extremity","Venous HTN/Insufficiency","Cardiovascular",NA
"Postthrombotic syndrome and venous insufficiency/hypertension","Chronic venous hypertension (idiopathic) with ulcer of left lower extremity","Venous HTN/Insufficiency","Cardiovascular",NA
"Postthrombotic syndrome and venous insufficiency/hypertension","Chronic venous hypertension (idiopathic) with ulcer of right lower extremity","Venous HTN/Insufficiency","Cardiovascular",NA
"Postthrombotic syndrome and venous insufficiency/hypertension","Chronic venous hypertension (idiopathic) without complications of bilateral lower extremity","Venous HTN/Insufficiency","Cardiovascular",NA
"Postthrombotic syndrome and venous insufficiency/hypertension","Chronic venous hypertension (idiopathic) without complications of unspecified lower extremity","Venous HTN/Insufficiency","Cardiovascular",NA
"Postthrombotic syndrome and venous insufficiency/hypertension","Compression of vein","Venous HTN/Insufficiency","Cardiovascular",NA
"Postthrombotic syndrome and venous insufficiency/hypertension","Postthrombotic syndrome without complications of left lower extremity","Venous HTN/Insufficiency","Cardiovascular",NA
"Postthrombotic syndrome and venous insufficiency/hypertension","Postthrombotic syndrome without complications of right lower extremity","Venous HTN/Insufficiency","Cardiovascular",NA
"Postthrombotic syndrome and venous insufficiency/hypertension","Postthrombotic syndrome without complications of unspecified extremity","Venous HTN/Insufficiency","Cardiovascular",NA
"Postthrombotic syndrome and venous insufficiency/hypertension","Varicose veins of other specified sites","Venous HTN/Insufficiency","Cardiovascular",NA
"Postthrombotic syndrome and venous insufficiency/hypertension","Venous insufficiency (chronic) (peripheral)","Venous HTN/Insufficiency","Cardiovascular",NA
"Disorders of lipid metabolism","Hyperlipidemia, unspecified","Dyslipidemia","Endocrine","Hyperlipidemia"
"Disorders of lipid metabolism","Mixed hyperlipidemia","Dyslipidemia","Endocrine","Hyperlipidemia"
"Disorders of lipid metabolism","Pure hyperglyceridemia","Dyslipidemia","Endocrine","Hyperlipidemia"
"Abnormal findings without diagnosis","Abnormal level of hormones in specimens from other organs, systems and tissues","Pancreas","Endocrine","Abnormal hormone"
"Abnormal findings without diagnosis","Abnormal results of other endocrine function studies","Pancreas","Endocrine","Abnormal hormone"
"Abnormal findings without diagnosis","Hyperglycemia, unspecified","Pancreas","Endocrine","Hyperglycemia"
"Abnormal findings without diagnosis","Impaired fasting glucose","Pancreas","Endocrine","Abnormal glucose"
"Abnormal findings without diagnosis","Impaired glucose tolerance (oral)","Pancreas","Endocrine","Abnormal glucose"
"Abnormal findings without diagnosis","Other abnormal glucose","Pancreas","Endocrine","Abnormal glucose"
"Diabetes mellitus","Diabetes mellitus due to underlying condition with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Diabetes mellitus due to underlying condition without complications","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Drug or chemical induced diabetes mellitus without complications","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Other specified diabetes mellitus with hyperglycemia","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Other specified diabetes mellitus without complications","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus, Type 2","Type 2 diabetes mellitus with hyperglycemia","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus, Type 2","Type 2 diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus, Type 2","Type 2 diabetes mellitus with hypoglycemia without coma","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus, Type 2","Type 2 diabetes mellitus with other specified complication","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus, Type 2","Type 2 diabetes mellitus with unspecified complications","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus, Type 2","Type 2 diabetes mellitus without complications","Pancreas","Endocrine","Diabetes mellitus"
"Abnormal findings without diagnosis","Abnormal results of thyroid function studies","Thyroid","Endocrine","Abnormal Labs"
"Thyroid disorders","Acute thyroiditis","Thyroid","Endocrine","Thyroiditis"
"Thyroid disorders","Atrophy of thyroid (acquired)","Thyroid","Endocrine","Hypothyroidism"
"Thyroid disorders","Autoimmune thyroiditis","Thyroid","Endocrine","Thyroiditis"
"Thyroid disorders","Disorder of thyroid, unspecified","Thyroid","Endocrine","Other"
"Thyroid disorders","Hypothyroidism due to medicaments and other exogenous substances","Thyroid","Endocrine","Hypothyroidism"
"Thyroid disorders","Hypothyroidism, unspecified","Thyroid","Endocrine","Hypothyroidism"
"Thyroid disorders","Iodine-deficiency related diffuse (endemic) goiter","Thyroid","Endocrine","Goiter"
"Thyroid disorders","Nontoxic diffuse goiter","Thyroid","Endocrine","Goiter"
"Thyroid disorders","Nontoxic goiter, unspecified","Thyroid","Endocrine","Goiter"
"Thyroid disorders","Nontoxic multinodular goiter","Thyroid","Endocrine","Goiter"
"Thyroid disorders","Nontoxic single thyroid nodule","Thyroid","Endocrine","Nodule"
"Thyroid disorders","Other specified disorders of thyroid","Thyroid","Endocrine","Other"
"Thyroid disorders","Other specified hypothyroidism","Thyroid","Endocrine","Hypothyroidism"
"Thyroid disorders","Other thyrotoxicosis without thyrotoxic crisis or storm","Thyroid","Endocrine","Thyrotoxicosis"
"Thyroid disorders","Postprocedural hypothyroidism","Thyroid","Endocrine","Hypothyroidism"
"Thyroid disorders","Sick-euthyroid syndrome","Thyroid","Endocrine","Other"
"Thyroid disorders","Subacute thyroiditis","Thyroid","Endocrine","Thyroiditis"
"Thyroid disorders","Subclinical iodine-deficiency hypothyroidism","Thyroid","Endocrine","Hypothyroidism"
"Thyroid disorders","Thyroiditis, unspecified","Thyroid","Endocrine","Thyroiditis"
"Thyroid disorders","Thyrotoxicosis with diffuse goiter without thyrotoxic crisis or storm","Thyroid","Endocrine","Thyrotoxicosis"
"Thyroid disorders","Thyrotoxicosis with toxic multinodular goiter without thyrotoxic crisis or storm","Thyroid","Endocrine","Thyrotoxicosis"
"Thyroid disorders","Thyrotoxicosis, unspecified without thyrotoxic crisis or storm","Thyroid","Endocrine","Thyrotoxicosis"
"Hearing loss","Conductive hearing loss, bilateral","Hearing loss","Eyes & Ears",NA
"Hearing loss","Conductive hearing loss, unilateral, left ear, with unrestricted hearing on the contralateral side","Hearing loss","Eyes & Ears",NA
"Hearing loss","Conductive hearing loss, unilateral, right ear, with unrestricted hearing on the contralateral side","Hearing loss","Eyes & Ears",NA
"Hearing loss","Conductive hearing loss, unspecified","Hearing loss","Eyes & Ears",NA
"Hearing loss","Mixed conductive and sensorineural hearing loss, bilateral","Hearing loss","Eyes & Ears",NA
"Hearing loss","Mixed conductive and sensorineural hearing loss, unilateral, left ear, with unrestricted hearing on the contralateral side","Hearing loss","Eyes & Ears",NA
"Hearing loss","Mixed conductive and sensorineural hearing loss, unilateral, right ear, with unrestricted hearing on the contralateral side","Hearing loss","Eyes & Ears",NA
"Hearing loss","Mixed conductive and sensorineural hearing loss, unspecified","Hearing loss","Eyes & Ears",NA
"Hearing loss","Other specified hearing loss, bilateral","Hearing loss","Eyes & Ears",NA
"Hearing loss","Other specified hearing loss, left ear","Hearing loss","Eyes & Ears",NA
"Hearing loss","Other specified hearing loss, right ear","Hearing loss","Eyes & Ears",NA
"Hearing loss","Other specified hearing loss, unspecified ear","Hearing loss","Eyes & Ears",NA
"Hearing loss","Sensorineural hearing loss, bilateral","Hearing loss","Eyes & Ears",NA
"Hearing loss","Sensorineural hearing loss, unilateral, left ear, with unrestricted hearing on the contralateral side","Hearing loss","Eyes & Ears",NA
"Hearing loss","Sensorineural hearing loss, unilateral, right ear, with unrestricted hearing on the contralateral side","Hearing loss","Eyes & Ears",NA
"Hearing loss","Sudden idiopathic hearing loss, bilateral","Hearing loss","Eyes & Ears",NA
"Hearing loss","Sudden idiopathic hearing loss, left ear","Hearing loss","Eyes & Ears",NA
"Hearing loss","Sudden idiopathic hearing loss, right ear","Hearing loss","Eyes & Ears",NA
"Hearing loss","Sudden idiopathic hearing loss, unspecified ear","Hearing loss","Eyes & Ears",NA
"Hearing loss","Unspecified hearing loss, bilateral","Hearing loss","Eyes & Ears",NA
"Hearing loss","Unspecified hearing loss, left ear","Hearing loss","Eyes & Ears",NA
"Hearing loss","Unspecified hearing loss, right ear","Hearing loss","Eyes & Ears",NA
"Hearing loss","Unspecified hearing loss, unspecified ear","Hearing loss","Eyes & Ears",NA
"Hearing loss","Unspecified sensorineural hearing loss","Hearing loss","Eyes & Ears",NA
"Blindness and vision defects","Blindness, one eye, unspecified eye","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Deprivation amblyopia, bilateral","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Diplopia","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Generalized contraction of visual field, bilateral","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Generalized contraction of visual field, left eye","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Generalized contraction of visual field, right eye","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Glare sensitivity","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Heteronymous bilateral field defects","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Homonymous bilateral field defects, left side","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Legal blindness, as defined in USA","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Other localized visual field defect, bilateral","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Other localized visual field defect, left eye","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Other subjective visual disturbances","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Other visual disturbances","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Psychophysical visual disturbances","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Refractive amblyopia, left eye","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Scotoma involving central area, bilateral","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Scotoma of blind spot area, bilateral","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Sector or arcuate defects, bilateral","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Sudden visual loss, right eye","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Transient visual loss, bilateral","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Transient visual loss, left eye","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Transient visual loss, right eye","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Transient visual loss, unspecified eye","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Unqualified visual loss, both eyes","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Unqualified visual loss, left eye, normal vision right eye","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Unqualified visual loss, one eye, unspecified","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Unqualified visual loss, right eye, normal vision left eye","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Unspecified amblyopia, bilateral","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Unspecified amblyopia, left eye","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Unspecified amblyopia, right eye","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Unspecified disorder of binocular vision","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Unspecified night blindness","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Unspecified subjective visual disturbances","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Unspecified visual disturbance","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Unspecified visual field defects","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Unspecified visual loss","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Visual discomfort, bilateral","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Visual discomfort, left eye","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Visual discomfort, unspecified","Blind/visual defects","Eyes & Ears",NA
"Diabetes mellitus, Type 2","Type 2 diabetes mellitus with other diabetic ophthalmic complication","Blind/visual defects","Eyes & Ears",NA
"Abnormal findings without diagnosis","Abnormal levels of other serum enzymes","Abnormal Labs/Tests","Systemic",NA
"Abnormal findings without diagnosis","Other abnormal findings in specimens from other organs, systems and tissues","Abnormal Labs/Tests","Systemic",NA
"Abnormal findings without diagnosis","Unspecified abnormal finding in specimens from other organs, systems and tissues","Abnormal Labs/Tests","Systemic",NA
"Fluid and electrolyte disorders","Acidosis","Fluid/electrolyte disorders","Systemic",NA
"Fluid and electrolyte disorders","Alkalosis","Fluid/electrolyte disorders","Systemic",NA
"Fluid and electrolyte disorders","Dehydration","Fluid/electrolyte disorders","Systemic",NA
"Fluid and electrolyte disorders","Fluid overload, unspecified","Fluid/electrolyte disorders","Systemic",NA
"Fluid and electrolyte disorders","Hyperkalemia","Fluid/electrolyte disorders","Systemic",NA
"Fluid and electrolyte disorders","Hyperosmolality and hypernatremia","Fluid/electrolyte disorders","Systemic",NA
"Fluid and electrolyte disorders","Hypo-osmolality and hyponatremia","Fluid/electrolyte disorders","Systemic",NA
"Fluid and electrolyte disorders","Hypokalemia","Fluid/electrolyte disorders","Systemic",NA
"Fluid and electrolyte disorders","Hypovolemia","Fluid/electrolyte disorders","Systemic",NA
"Fluid and electrolyte disorders","Mixed disorder of acid-base balance","Fluid/electrolyte disorders","Systemic",NA
"Fluid and electrolyte disorders","Other disorders of electrolyte and fluid balance, not elsewhere classified","Fluid/electrolyte disorders","Systemic",NA
"Fluid and electrolyte disorders","Other fluid overload","Fluid/electrolyte disorders","Systemic",NA
"Fluid and electrolyte disorders","Volume depletion, unspecified","Fluid/electrolyte disorders","Systemic",NA
"General sensation/perception signs and symptoms","Dizziness and giddiness","General s/s","Systemic","Dizziness"
"General sensation/perception signs and symptoms","Other symptoms and signs involving general sensations and perceptions","General s/s","Systemic","Other"
"General sensation/perception signs and symptoms","Unspecified symptoms and signs involving general sensations and perceptions","General s/s","Systemic","Other"
"Malaise and fatigue","Chronic fatigue, unspecified","Malaise and fatigue","Systemic",NA
"Malaise and fatigue","Other fatigue","Malaise and fatigue","Systemic",NA
"Malaise and fatigue","Other malaise","Malaise and fatigue","Systemic",NA
"Malaise and fatigue","Weakness","Malaise and fatigue","Systemic",NA
"Nutritional deficiencies","Ascorbic acid deficiency","Nutritional deficiencies","Systemic",NA
"Nutritional deficiencies","Copper deficiency","Nutritional deficiencies","Systemic",NA
"Nutritional deficiencies","Deficiency of other specified B group vitamins","Nutritional deficiencies","Systemic",NA
"Nutritional deficiencies","Deficiency of other specified nutrient elements","Nutritional deficiencies","Systemic",NA
"Nutritional deficiencies","Dietary zinc deficiency","Nutritional deficiencies","Systemic",NA
"Nutritional deficiencies","Iron deficiency","Nutritional deficiencies","Systemic",NA
"Nutritional deficiencies","Magnesium deficiency","Nutritional deficiencies","Systemic",NA
"Nutritional deficiencies","Nutritional deficiency, unspecified","Nutritional deficiencies","Systemic",NA
"Nutritional deficiencies","Other ocular manifestations of vitamin A deficiency","Nutritional deficiencies","Systemic",NA
"Nutritional deficiencies","Other specified nutritional deficiencies","Nutritional deficiencies","Systemic",NA
"Nutritional deficiencies","Pyridoxine deficiency","Nutritional deficiencies","Systemic",NA
"Nutritional deficiencies","Thiamine deficiency, unspecified","Nutritional deficiencies","Systemic",NA
"Nutritional deficiencies","Vitamin A deficiency, unspecified","Nutritional deficiencies","Systemic",NA
"Nutritional deficiencies","Vitamin B deficiency, unspecified","Nutritional deficiencies","Systemic",NA
"Nutritional deficiencies","Vitamin D deficiency, unspecified","Nutritional deficiencies","Systemic",NA
"Nutritional deficiencies","Vitamin deficiency, unspecified","Nutritional deficiencies","Systemic",NA
"Nutritional deficiencies","Wernicke's encephalopathy","Nutritional deficiencies","Systemic",NA
"Other general signs and symptoms","Abnormal posture","General s/s","Systemic","Other"
"Other general signs and symptoms","Abnormal weight gain","General s/s","Systemic","Weight Gain"
"Other general signs and symptoms","Abnormal weight loss","General s/s","Systemic","Weight Loss"
"Other general signs and symptoms","Adult failure to thrive","General s/s","Systemic","FTT"
"Other general signs and symptoms","Age-related physical debility","General s/s","Systemic","FTT"
"Other general signs and symptoms","Anorexia","General s/s","Systemic","Weight Loss"
"Other general signs and symptoms","Aphonia","General s/s","Systemic","Other"
"Other general signs and symptoms","Cachexia","General s/s","Systemic","Weight Loss"
"Other general signs and symptoms","Chills (without fever)","General s/s","Systemic","Chills"
"Other general signs and symptoms","Clubbing of fingers","General s/s","Systemic","Other"
"Other general signs and symptoms","Cramp and spasm","General s/s","Systemic","Cramp/Spasm"
"Other general signs and symptoms","Decreased libido","General s/s","Systemic","Low libido"
"Other general signs and symptoms","Dysphonia","General s/s","Systemic","Dysphonia"
"Other general signs and symptoms","Early satiety","General s/s","Systemic","Early Satiety"
"Other general signs and symptoms","Edema, unspecified","General s/s","Systemic","Edema"
"Other general signs and symptoms","Enlarged lymph nodes, unspecified","General s/s","Systemic","Lymphadenopathy"
"Other general signs and symptoms","Failure to thrive (child)","General s/s","Systemic","FTT"
"Other general signs and symptoms","Feeding difficulties","General s/s","Systemic","FTT"
"Other general signs and symptoms","Generalized edema","General s/s","Systemic","Edema"
"Other general signs and symptoms","Generalized enlarged lymph nodes","General s/s","Systemic","Lymphadenopathy"
"Other general signs and symptoms","Generalized hyperhidrosis","General s/s","Systemic","Hyperhidrosis"
"Other general signs and symptoms","Hyponasality","General s/s","Systemic","Other"
"Other general signs and symptoms","Hypothermia, not associated with low environmental temperature","General s/s","Systemic","Other"
"Other general signs and symptoms","Ill-defined and unknown cause of mortality","General s/s","Systemic","Other"
"Other general signs and symptoms","Illness, unspecified","General s/s","Systemic","Illness"
"Other general signs and symptoms","Localized edema","General s/s","Systemic","Edema"
"Other general signs and symptoms","Localized enlarged lymph nodes","General s/s","Systemic","Lymphadenopathy"
"Other general signs and symptoms","Loss of height","General s/s","Systemic","Other"
"Other general signs and symptoms","Other general symptoms and signs","General s/s","Systemic","Other"
"Other general signs and symptoms","Other lack of expected normal physiological development in childhood","General s/s","Systemic","Other"
"Other general signs and symptoms","Other symptoms and signs concerning food and fluid intake","General s/s","Systemic","Other"
"Other general signs and symptoms","Other voice and resonance disorders","General s/s","Systemic","Other"
"Other general signs and symptoms","Pain, unspecified","General s/s","Systemic","Pain"
"Other general signs and symptoms","Polydipsia","General s/s","Systemic","Other"
"Other general signs and symptoms","Polyphagia","General s/s","Systemic","Other"
"Other general signs and symptoms","Repeated falls","General s/s","Systemic","Falls"
"Other general signs and symptoms","Short stature (child)","General s/s","Systemic","Other"
"Other general signs and symptoms","Systemic inflammatory response syndrome (SIRS) of non-infectious origin without acute organ dysfunction","General s/s","Systemic","Other"
"Other general signs and symptoms","Underweight","General s/s","Systemic","Weight Loss"
"Other general signs and symptoms","Unspecified lack of expected normal physiological development in childhood","General s/s","Systemic","Other"
"Other general signs and symptoms","Unspecified voice and resonance disorder","General s/s","Systemic","Other"
"Sleep wake disorders","Adjustment insomnia","Sleep disorders","Systemic",NA
"Sleep wake disorders","Central sleep apnea in conditions classified elsewhere","Sleep disorders","Systemic",NA
"Sleep wake disorders","Circadian rhythm sleep disorder, delayed sleep phase type","Sleep disorders","Systemic",NA
"Sleep wake disorders","Circadian rhythm sleep disorder, jet lag type","Sleep disorders","Systemic",NA
"Sleep wake disorders","Circadian rhythm sleep disorder, shift work type","Sleep disorders","Systemic",NA
"Sleep wake disorders","Circadian rhythm sleep disorder, unspecified type","Sleep disorders","Systemic",NA
"Sleep wake disorders","Confusional arousals","Sleep disorders","Systemic",NA
"Sleep wake disorders","Hypersomnia, unspecified","Sleep disorders","Systemic",NA
"Sleep wake disorders","Idiopathic sleep related nonobstructive alveolar hypoventilation","Sleep disorders","Systemic",NA
"Sleep wake disorders","Insomnia due to medical condition","Sleep disorders","Systemic",NA
"Sleep wake disorders","Insomnia due to other mental disorder","Sleep disorders","Systemic",NA
"Sleep wake disorders","Insomnia, unspecified","Sleep disorders","Systemic",NA
"Sleep wake disorders","Narcolepsy without cataplexy","Sleep disorders","Systemic",NA
"Sleep wake disorders","Nightmare disorder","Sleep disorders","Systemic",NA
"Sleep wake disorders","Obstructive sleep apnea (adult) (pediatric)","Sleep disorders","Systemic",NA
"Sleep wake disorders","Other hypersomnia","Sleep disorders","Systemic",NA
"Sleep wake disorders","Other insomnia","Sleep disorders","Systemic",NA
"Sleep wake disorders","Other insomnia not due to a substance or known physiological condition","Sleep disorders","Systemic",NA
"Sleep wake disorders","Other sleep apnea","Sleep disorders","Systemic",NA
"Sleep wake disorders","Other sleep disorders","Sleep disorders","Systemic",NA
"Sleep wake disorders","Other sleep disorders not due to a substance or known physiological condition","Sleep disorders","Systemic",NA
"Sleep wake disorders","Paradoxical insomnia","Sleep disorders","Systemic",NA
"Sleep wake disorders","Parasomnia, unspecified","Sleep disorders","Systemic",NA
"Sleep wake disorders","Periodic breathing","Sleep disorders","Systemic",NA
"Sleep wake disorders","Periodic limb movement disorder","Sleep disorders","Systemic",NA
"Sleep wake disorders","Primary central sleep apnea","Sleep disorders","Systemic",NA
"Sleep wake disorders","Primary insomnia","Sleep disorders","Systemic",NA
"Sleep wake disorders","Psychophysiologic insomnia","Sleep disorders","Systemic",NA
"Sleep wake disorders","REM sleep behavior disorder","Sleep disorders","Systemic",NA
"Sleep wake disorders","Sleep apnea, unspecified","Sleep disorders","Systemic",NA
"Sleep wake disorders","Sleep disorder, unspecified","Sleep disorders","Systemic",NA
"Sleep wake disorders","Sleep related bruxism","Sleep disorders","Systemic",NA
"Sleep wake disorders","Sleep related leg cramps","Sleep disorders","Systemic",NA
"Sleep wake disorders","Sleep terrors [night terrors]","Sleep disorders","Systemic",NA
"Sleep wake disorders","Sleepwalking [somnambulism]","Sleep disorders","Systemic",NA
"Biliary tract disease","Acute cholecystitis","Biliary","GI",NA
"Biliary tract disease","Acute cholecystitis with chronic cholecystitis","Biliary","GI",NA
"Biliary tract disease","Calculus of bile duct with cholangitis, unspecified, without obstruction","Biliary","GI",NA
"Biliary tract disease","Calculus of bile duct with cholecystitis, unspecified, without obstruction","Biliary","GI",NA
"Biliary tract disease","Calculus of bile duct without cholangitis or cholecystitis with obstruction","Biliary","GI",NA
